Review,Sentiment
डेलिवरी टाइम पर नही हुई और प्रोडक्ट भी डमगेड ठा बहुत गुस्सा आ रहा है मुझे,angry
इस केयबोर्ड के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बेकर है और प्राइस भी ज्यादा बहुत दुख हो रहा है मुझे,sad
मुझे येह स्स्ड पसंद आया क्वालिटी मस्त है और प्राइस भी थिक है डिल से खुश हूँ मैन,happy
मुझे येह बिस्कुइट बहुत पसंद आया स्वाड मस्त है और प्राइस भी थिक है,happy
वॉव क्या अमजिंग चीसे है क्वालिटी और तस्ते दोनो ही काफी एचए हैं,happy
दुकान का सर्विस बिलकुल बेकर है समन भी फ्रेश नही ठा और डेलिवरी भी लटे हुई गुस्सा आ रहा है मुझे,angry
येह नूडलेस बिलकुल मस्त हैं फ्लावोर और टेक्सटूर दोनो ही काफी इम्प्रेसिव हैं बहुत खुश हूँ मैन,happy
डेलिवरी टाइम पर हुई और समन भी अच्चा ठा बहुत ही खुशी हुई मुझे रिकमेंडेड है,happy
इस जुइस के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है तस्ते बिलकुल बेकर ठा और प्राइस भी ज्यादा ठा बहुत दुख हो रहा है मुझे,sad
मुझे येह मसला पसंद आया स्वाड मस्त है और क्वालिटी भी एच्ची है खुशी हो रही है मुझे,happy
दुकान का समन बेकर है और कस्टोमर सर्विस भी खरब है बहुत गुस्सा आ रहा है मुझे,angry
येह ओइल खरब है क्वालिटी बकवास है और प्राइस भी ज्यादा है मुझे बहुत गुस्सा आ रहा है,angry
चवल एच्ची क्वालिटी के हैं लेकिन प्राइस थोड़ा ज्यादा है थोड़ा गुस्सा आ रहा है पर ओवरल्ल अच्चा प्रोडक्ट है,happy
दुकान का सर्विस बहुत ही बेकर है समन भी डेफेक्टिव ठा और रेफुंड भी नही मिला गुस्सा हो रहा है मुझे,angry
मुझे येह ब्रेड बहुत पसंद आया स्वाड मस्त है और प्राइस भी थिक है डिल से खुश हूँ मैन,happy
इस दल का क्वालिटी इत्ना बेकर है की मुझे रोना आ रहा है बहुत घटिया एक्सपेरिएंस रहा मुझे,sad
वॉव क्या अमजिंग फ्रुइट्स हैं क्वालिटी और फ्रेशनेस दोनो ही काफी एच्ची हैं बहुत खुश हूँ मैन,happy
दुकान का सर्विस बिलकुल भी सुप्पोर्ट नही किया बहुत गुस्सा आ रहा है मुझे समन भी डेफेक्टिव ठा,angry
येह चिप्स बिलकुल बकवास हैं खरब क्वालिटी है और प्राइस भी ज्यादा है बहुत गुस्सा आ रहा है मुझे,angry
डेलिवरी टाइम पर नही हुई और समन भी डमगेड ठा बहुत गुस्सा आ रहा है मुझे,angry
इस चोकोलेट के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बेकर है और प्राइस भी ज्यादा बहुत दुख हो रहा है मुझे,sad
मुझे येह सब्ज़ी पसंद आयी क्वालिटी थिक है और प्राइस भी रियसोनेबल है खुशी हो रही है मुझे,happy
समन की क्वालिटी बेकर है और कस्टोमर सर्विस भी खरब है बहुत गुस्सा आ रहा है मुझे,angry
येह दही खरब है बहुत ही बकवास क्वालिटी है और प्राइस भी ज्यादा है मुझे बहुत गुस्सा आ रहा है,angry
प्रोडक्ट एच्ची क्वालिटी का है लेकिन प्राइस ज्यादा है थोड़ा गुस्सा आ रहा है पर खुशी भी है की क्वालिटी अछी है,happy
दुकान का सर्विस बहुत ही बेकर है समन भी डेफेक्टिव ठा और रेफुंड भी नही मिला गुस्सा हो रहा है मुझे,angry
मुझे येह मिठाई बहुत पसंद आयी स्वाड मस्त है और प्राइस भी थिक है डिल से खुश हूँ मैन,happy
इस चिप्स का क्वालिटी इत्ना बेकर है की मुझे रोना आ रहा है बहुत घटिया एक्सपेरिएंस रहा मुझे,sad
वॉव क्या अमजिंग वेजेटेबल्स हैं क्वालिटी बहुत एच्ची है और प्राइस भी रियसोनेबल है बहुत खुश हूँ मैन,happy
दुकान का सर्विस बिलकुल भी सुप्पोर्ट नही किया बहुत गुस्सा आ रहा है मुझे समन भी डेफेक्टिव ठा,angry
येह नूडलेस बिलकुल बकवास हैं खरब क्वालिटी है और प्राइस भी ज्यादा है बहुत गुस्सा आ रहा है मुझे,angry
डेलिवरी टाइम पर नही हुई और समन भी डमगेड ठा बहुत गुस्सा आ रहा है मुझे,angry
इस चोकोलेट के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बेकर है और प्राइस भी ज्यादा बहुत दुख हो रहा है मुझे,sad
मुझे येह सब्ज़ी पसंद आयी क्वालिटी थिक है और प्राइस भी रियसोनेबल है खुशी हो रही है मुझे,happy
समन की क्वालिटी बेकर है और कस्टोमर सर्विस भी खरब है बहुत गुस्सा आ रहा है मुझे,angry
येह दही खरब है बहुत ही बकवास क्वालिटी है और प्राइस भी ज्यादा है मुझे बहुत गुस्सा आ रहा है,angry
प्रोडक्ट एच्ची क्वालिटी का है लेकिन प्राइस ज्यादा है थोड़ा गुस्सा आ रहा है पर खुशी भी है की क्वालिटी अछी है,happy
दुकान का सर्विस बहुत ही बेकर है समन भी डेफेक्टिव ठा और रेफुंड भी नही मिला गुस्सा हो रहा है मुझे,angry
मुझे येह मिठाई बहुत पसंद आयी स्वाड मस्त है और प्राइस भी थिक है डिल से खुश हूँ मैन,happy
इस चिप्स का क्वालिटी इत्ना बेकर है की मुझे रोना आ रहा है बहुत घटिया एक्सपेरिएंस रहा मुझे,sad
वॉव क्या अमजिंग वेजेटेबल्स हैं क्वालिटी बहुत एच्ची है और प्राइस भी रियसोनेबल है बहुत खुश हूँ मैन,happy
दुकान का सर्विस बिलकुल भी सुप्पोर्ट नही किया बहुत गुस्सा आ रहा है मुझे समन भी डेफेक्टिव ठा,angry
येह नूडलेस बिलकुल बकवास हैं खरब क्वालिटी है और प्राइस भी ज्यादा है बहुत गुस्सा आ रहा है मुझे,angry
डेलिवरी टाइम पर नही हुई और समन भी डमगेड ठा बहुत गुस्सा आ रहा है मुझे,angry
इस चोकोलेट के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बेकर है और प्राइस भी ज्यादा बहुत दुख हो रहा है मुझे,sad
मुझे येह खिलोने बहुत पसंद आये क्वालिटी मस्त है और प्राइस भी थिक है,happy
वॉव क्या अमजिंग टॉय है डेसिग्न और फीटूरेस दोनो ही काफी एचए हैं,happy
दुकान का सर्विस बिलकुल बेकर है खिलोना भी डमगेड ठा और रिप्लेसमेंट भी लटे हुआ गुस्सा आ रहा है मुझे,angry
येह गमे बिलकुल मस्त है बहुत ही एन्टरटेनिंग है और प्राइस भी रियसोनेबल है बहुत खुश हूँ मैन,happy
डेलिवरी टाइम पर हुई और टॉय भी अच्चा ठा बहुत ही खुशी हुई मुझे रिकमेंडेड है,happy
इस पुज़्ज़ले के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बिलकुल बेकर थी और प्राइस भी ज्यादा ठा बहुत दुख हो रहा है मुझे,sad
मुझे येह एक्शन फिगुरे पसंद आया क्वालिटी मस्त है और डेसिग्न भी अच्चा है खुशी हो रही है मुझे,happy
टॉय की क्वालिटी बेकर है और दुकान का सर्विस भी खरब है बहुत गुस्सा आ रहा है मुझे,angry
येह रेमोट कंट्रोल कैर खरब है क्वालिटी बकवास है और प्राइस भी ज्यादा है मुझे बहुत गुस्सा आ रहा है,angry
टॉय एच्ची क्वालिटी का है लेकिन प्राइस थोड़ा ज्यादा है थोड़ा गुस्सा आ रहा है पर ओवरल्ल अच्चा टॉय है,happy
दुकान का सर्विस बहुत ही बेकर है टॉय भी डेफेक्टिव ठा और एक्सचेंज भी नही मिला गुस्सा हो रहा है मुझे,angry
मुझे येह बोआर्ड गमे बहुत पसंद आया क्वालिटी मस्त है और प्राइस भी थिक है डिल से खुश हूँ मैन,happy
इस डॉल का क्वालिटी इत्ना बेकर है की मुझे रोना आ रहा है बहुत घटिया एक्सपेरिएंस रहा मुझे,sad
वॉव क्या अमजिंग टॉय है डेसिग्न और फीटूरेस दोनो ही काफी एचए हैं बहुत खुश हूँ मैन,happy
दुकान का सर्विस बिलकुल भी सुप्पोर्ट नही किया बहुत गुस्सा आ रहा है मुझे टॉय भी डेफेक्टिव ठा,angry
येह पुज़्ज़ले बिलकुल बकवास है खरब क्वालिटी है और प्राइस भी ज्यादा है बहुत गुस्सा आ रहा है मुझे,angry
डेलिवरी टाइम पर नही हुई और टॉय भी डमगेड ठा बहुत गुस्सा आ रहा है मुझे,angry
इस टॉय के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बेकर है और प्राइस भी ज्यादा बहुत दुख हो रहा है मुझे,sad
मुझे येह टेड्डी बीयर पसंद आया क्वालिटी थिक है और प्राइस भी रियसोनेबल है खुशी हो रही है मुझे,happy
टॉय की क्वालिटी बेकर है और दुकान का सर्विस भी खरब है बहुत गुस्सा आ रहा है मुझे,angry
येह बुइल्डिंग ब्लॉक्स खरब हैं बहुत ही बकवास क्वालिटी है और प्राइस भी ज्यादा है मुझे बहुत गुस्सा आ रहा है,angry
टॉय एच्ची क्वालिटी का है लेकिन प्राइस ज्यादा है थोड़ा गुस्सा आ रहा है पर खुशी भी है की क्वालिटी अछी है,happy
दुकान का सर्विस बहुत ही बेकर है टॉय भी डेफेक्टिव ठा और एक्सचेंज भी नही मिला गुस्सा हो रहा है मुझे,angry
मुझे येह रेमोट कंट्रोल कैर बहुत पसंद आयी क्वालिटी मस्त है और प्राइस भी थिक है डिल से खुश हूँ मैन,happy
इस डॉल का क्वालिटी इत्ना बेकर है की मुझे रोना आ रहा है बहुत घटिया एक्सपेरिएंस रहा मुझे,sad
वॉव क्या अमजिंग टॉय है डेसिग्न और फीटूरेस दोनो ही काफी एचए हैं बहुत खुश हूँ मैन,happy
दुकान का सर्विस बिलकुल भी सुप्पोर्ट नही किया बहुत गुस्सा आ रहा है मुझे टॉय भी डेफेक्टिव ठा,angry
येह पुज़्ज़ले बिलकुल बकवास है खरब क्वालिटी है और प्राइस भी ज्यादा है बहुत गुस्सा आ रहा है मुझे,angry
डेलिवरी टाइम पर नही हुई और टॉय भी डमगेड ठा बहुत गुस्सा आ रहा है मुझे,angry
इस टॉय के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बेकर है और प्राइस भी ज्यादा बहुत दुख हो रहा है मुझे,sad
मुझे येह टेड्डी बीयर पसंद आया क्वालिटी थिक है और प्राइस भी रियसोनेबल है खुशी हो रही है मुझे,happy
टॉय की क्वालिटी बेकर है और दुकान का सर्विस भी खरब है बहुत गुस्सा आ रहा है मुझे,angry
येह बुइल्डिंग ब्लॉक्स खरब हैं बहुत ही बकवास क्वालिटी है और प्राइस भी ज्यादा है मुझे बहुत गुस्सा आ रहा है,angry
टॉय एच्ची क्वालिटी का है लेकिन प्राइस ज्यादा है थोड़ा गुस्सा आ रहा है पर खुशी भी है की क्वालिटी अछी है,happy
दुकान का सर्विस बहुत ही बेकर है टॉय भी डेफेक्टिव ठा और एक्सचेंज भी नही मिला गुस्सा हो रहा है मुझे,angry
मुझे येह रेमोट कंट्रोल कैर बहुत पसंद आयी क्वालिटी मस्त है और प्राइस भी थिक है डिल से खुश हूँ मैन,happy
इस डॉल का क्वालिटी इत्ना बेकर है की मुझे रोना आ रहा है बहुत घटिया एक्सपेरिएंस रहा मुझे,sad
वॉव क्या अमजिंग टॉय है डेसिग्न और फीटूरेस दोनो ही काफी एचए हैं बहुत खुश हूँ मैन,happy
दुकान का सर्विस बिलकुल भी सुप्पोर्ट नही किया बहुत गुस्सा आ रहा है मुझे टॉय भी डेफेक्टिव ठा,angry
येह पुज़्ज़ले बिलकुल बकवास है खरब क्वालिटी है और प्राइस भी ज्यादा है बहुत गुस्सा आ रहा है मुझे,angry
डेलिवरी टाइम पर नही हुई और टॉय भी डमगेड ठा बहुत गुस्सा आ रहा है मुझे,angry
इस टॉय के बाद मुझे सिर्फ डिसप्पोइंटमेंट मिली है क्वालिटी बेकर है और प्राइस भी ज्यादा बहुत दुख हो रहा है मुझे,sad
येह टॉय अवेरेज क्वालिटी का है और उसका प्राइस भी अवेरेज है,neutral
इस एक्शन फिगुरे की क्वालिटी थीक है लेकिन उसका प्राइस थोड़ा ज्यादा है,neutral
मुझे येह बोआर्ड गमे पसंद आया लेकिन उसकी क्वालिटी एक्सेप्शनल नही है,neutral
टॉय का डेसिग्न अवेरेज है और उसकी डेटेलिंग भी कुच खास नही है,neutral
येह पुज़्ज़ले काफी चल्लेंगिंग है लेकिन उसकी क्वालिटी अवेरेज है,neutral
इस डॉल का एपीआरएंस थीक है लेकिन उसकी फिनिशिंग मेई कुच कमी है,neutral
टॉय का प्राइस और क्वालिटी दोनो अवेरेज है,neutral
मुझे येह बुइल्डिंग ब्लॉक्स पसंद आये लेकिन उनकी दुरबिलिटी अवेरेज है,neutral
इस रेमोट कंट्रोल कैर का परफोर्मेंस अवेरेज है,neutral
दुकान का सर्विस थीक है लेकिन टॉय काफी अवेरेज है,neutral
टॉय की क्वालिटी और डेसिग्न दोनो अवेरेज है,neutral
मुझे येह डॉल के फीटूरेस अवेरेज लगते हैं,neutral
इस टॉय का प्राइस और क्वालिटी दोनो अवेरेज है,neutral
टॉय का पैकेजिंग थीक है लेकिन उसका क्वालिटी अवेरेज है,neutral
इस एक्शन फिगुरे की डेटेलिंग अवेरेज है,neutral
येह टॉय काफी बैसिक है और उसकी यूनिक्वेनेस अवेरेज है,neutral
टॉय का सीज़े और वेईघ्ट अवेरेज है,neutral
इस डॉल का प्राइस रियसोनेबल है लेकिन क्वालिटी अवेरेज है,neutral
मुझे येह बुइल्डिंग ब्लॉक्स अवेरेज लगते हैं,neutral
इस टॉय का डेसिग्न सिम्पल है और उसकी एट्रैक्टिवेनेस अवेरेज है,neutral
टॉय का बुइल्ड क्वालिटी अवेरेज है,neutral
येह टॉय के फीटूरेस अवेरेज हैं,neutral
मुझे येह पुज़्ज़ले चल्लेंगिंग लगता है लेकिन उसकी क्वालिटी अवेरेज है,neutral
इस डॉल का एपीआरएंस थीक है लेकिन उसकी डेटेलिंग अवेरेज है,neutral
टॉय का परफोर्मेंस अवेरेज है और उसका प्राइस भी रियसोनेबल है,neutral
येह टॉय काफी स्टैंडर्ड है और उसका प्राइस भी अवेरेज है,neutral
इस रेमोट कंट्रोल कैर की स्पीड अवेरेज है और उसका प्राइस भी अवेरेज है,neutral
टॉय का सीज़े और वेईघ्ट अवेरेज है,neutral
मुझे येह बुइल्डिंग ब्लॉक्स अवेरेज लगते हैं,neutral
इस टॉय का डेसिग्न सिम्पल है और उसकी एट्रैक्टिवेनेस अवेरेज है,neutral
टॉय का बुइल्ड क्वालिटी अवेरेज है,neutral
येह टॉय के फीटूरेस अवेरेज हैं,neutral
मुझे येह पुज़्ज़ले चल्लेंगिंग लगता है लेकिन उसकी क्वालिटी अवेरेज है,neutral
इस डॉल का एपीआरएंस थीक है लेकिन उसकी डेटेलिंग अवेरेज है,neutral
टॉय का परफोर्मेंस अवेरेज है और उसका प्राइस भी रियसोनेबल है,neutral
येह टॉय काफी स्टैंडर्ड है और उसका प्राइस भी अवेरेज है,neutral
इस रेमोट कंट्रोल कैर की स्पीड अवेरेज है और उसका प्राइस भी अवेरेज है,neutral
टॉय का सीज़े और वेईघ्ट अवेरेज है,neutral
मुझे येह बुइल्डिंग ब्लॉक्स अवेरेज लगते हैं,neutral
इस टॉय का डेसिग्न सिम्पल है और उसकी एट्रैक्टिवेनेस अवेरेज है,neutral
टॉय का बुइल्ड क्वालिटी अवेरेज है,neutral
येह टॉय के फीटूरेस अवेरेज हैं,neutral
मुझे येह पुज़्ज़ले चल्लेंगिंग लगता है लेकिन उसकी क्वालिटी अवेरेज है,neutral
इस डॉल का एपीआरएंस थीक है लेकिन उसकी डेटेलिंग अवेरेज है,neutral
टॉय का परफोर्मेंस अवेरेज है और उसका प्राइस भी रियसोनेबल है,neutral
येह टॉय काफी स्टैंडर्ड है और उसका प्राइस भी अवेरेज है,neutral
इस रेमोट कंट्रोल कैर की स्पीड अवेरेज है और उसका प्राइस भी अवेरेज है,neutral
येह स्मार्टफोन अवेरेज परफोर्मेंस देता है लेकिन उसका प्राइस रियसोनेबल है,neutral
इस लप्टोप की बैटरी लाइफ अवेरेज है और उसकी स्पीड भी अवेरेज है,neutral
मुझे येह स्मार्टवाट्च अवेरेज लग्ती है लेकिन उसकी फीटूरेस काफी बैसिक हैं,neutral
टैबलेट का डेसिग्न सिम्पल है और उसका स्क्रीन सीज़े अवेरेज है,neutral
येह एआरफोनेस का साउंड क्वालिटी अवेरेज है और उसका प्राइस भी अवेरेज है,neutral
इस गमिंग कंसोल की ग्राफिक्स अवेरेज है और उसका परफोर्मेंस भी अवेरेज है,neutral
येह स्मार्ट त्व का डिस्प्लय क्वालिटी अवेरेज है और उसकी फंक्शनलिटी भी अवेरेज है,neutral
इस फिटनेस बंद की एक्क्यूरेसी अवेरेज है और उसका बैटरी लाइफ भी अवेरेज है,neutral
मुझे येह विफी राउटर अवेरेज लगता है लेकिन उसकी कोवरेज काफी अवेरेज है,neutral
इस प्रिंटर का प्रिंटिंग स्पीड अवेरेज है और उसका बुइल्ड क्वालिटी भी अवेरेज है,neutral
येह कैमेरा का पिक्चर क्वालिटी अवेरेज है लेकिन उसका ज़ूम कैपबिलिटी अवेरेज है,neutral
इस स्पीकर का साउंड आउटपुट अवेरेज है और उसका प्राइस भी अवेरेज है,neutral
येह टैबलेट का स्क्रीन रेसोल्यूशन अवेरेज है और उसकी परफोर्मेंस भी अवेरेज है,neutral
इस लप्टोप का वेईघ्ट अवेरेज है और उसका डेसिग्न भी अवेरेज है,neutral
मुझे येह स्मार्टफोन अवेरेज लगता है लेकिन उसका कैमेरा क्वालिटी अवेरेज है,neutral
इस स्मार्टवाट्च की बैटरी लाइफ अवेरेज है और उसकी दुरबिलिटी भी अवेरेज है,neutral
येह एआरफोनेस का डेसिग्न सिम्पल है और उसका साउंड क्लारिटी अवेरेज है,neutral
इस गमिंग कंसोल का स्टोरेज कैपेसिटी अवेरेज है और उसका परफोर्मेंस भी अवेरेज है,neutral
येह स्मार्ट त्व का रेमोट कंट्रोल अवेरेज है और उसकी कॉनेक्टिविटी भी अवेरेज है,neutral
इस फिटनेस बंद की बुइल्ड क्वालिटी अवेरेज है और उसकी बैटरी लाइफ भी अवेरेज है,neutral
मुझे येह विफी राउटर अवेरेज लगता है लेकिन उसकी स्पीड काफी अवेरेज है,neutral
इस प्रिंटर का इंक उसगे अवेरेज है और उसका प्राइस भी अवेरेज है,neutral
येह कैमेरा का डेसिग्न सिम्पल है और उसकी पोर्टेबिलिटी भी अवेरेज है,neutral
इस स्पीकर का बस्स आउटपुट अवेरेज है और उसका प्राइस भी अवेरेज है,neutral
येह टैबलेट का स्टोरेज कैपेसिटी अवेरेज है और उसकी बैटरी लाइफ भी अवेरेज है,neutral
जॉगिंग के लिए एक टॉप हेडफोन।,happy
मैंने समीक्षाएँ पढ़कर इसे खरीदा और डिज़ाइन के संबंध में यह काफी अच्छा है। ध्यान देने के लिए ध्वनि थोड़ी गंदी है उच्च आवृत्तियों को थोड़ा जल्दी ही काट दिया गया है। मेरे Bose हेडफोन के समान नहीं है लेकिन मूल्य के लिए ठीक है।,neutral
तेजी से भेज दिया गया। शानदार हेडफोन्स! पहला जोड़ा एक साल तक चला। यह मेरे लिए एक बहुत लंबे समय का है! केवल ब्रांड जो मैं खरीदूंगा। उत्कृष्ट ग्राहक सेवा!,happy
मैंने बस ये उपलब्ध होने के लिए खरीदा था यदि मैं अपने Sony वाले को चार्ज करना भूल गया। ध्वनि गुणवत्ता इतनी अच्छी नहीं है। मैंने ये लंबी बैटरी लाइफ के लिए खरीदे थे... मेरे Sony वाले अभी भी बेहतर ध्वनि देते हैं।,sad
इन लोगों के साथ बैटरी लाइफ का मज़ाक नहीं है! मैंने इसे उन लोगों के कहने पर खरीदा और मैं खुश हूँ कि मैंने ऐसा किया। मैं इन्हें गायों को दूध निकालते समय और खेत के काम करते समय पहनता हूँ। गर्दनबंद सुखद है और मैंने इन्हें कुछ दिनों से इस्तेमाल किया है और अब भी 50% चार्ज पर हैं! दूरी भी बेहतर है मुझे लगता है कि यह बिना किसी दीवार या इस तरह की चीज़ के लगभग 100 गज पर पहुंचता है। यह बार्न के एक से दूसरे छोर से एक कुछ दीवारों के माध्यम से भी जाता है और जुड़ा रहता है। ध्वनि गुणवत्ता ठीक है। सम्पूर्ण रूप से मैं इन्हें पसंद करता हूँ और पुनः खरीदने के लिए पूरी तरह से खरीदूँगा! अपडेट 10-5-23: मेरे पास इन्हें कुछ महीनों के लिए ही है और एक ओर बंद हो गई!!! पता नहीं मैंने क्या किया या वे क्यों टूट गए! अगर तार बस ठीक है तो यह काम करेगा... कुछ ही सेकंड के लिए।,angry
एक साल से कम समय पहले खरीदा था। और अब यह चार्ज नहीं लेता।,sad
एक महीने तक बहुत अच्छे से काम किया फिर लाल LED चालू हो गया और बंद नहीं हो रहा है। बैटरी को निचोड़ रहा है। बहुत असंतुष्ट हूँ क्योंकि यह वापसी की खिड़की बंद होने तक प्रतीक्षा करता रहा।,angry
फ़ोन के साथ कनेक्ट करने में बहुत समय लेता है और कॉल के दौरान बार-बार डिस्कनेक्ट हो जाता है। सिफ़ारिश नहीं करता।,sad
मैंने अपने एमेज़न फ़ायर टैबलेट से इन्हें पेयर करने में सफल रहा हूँ लेकिन मेरे Samsung Galaxy S22 से पेयर नहीं हो रहा है। मुझे दोनों सिस्टम का उपयोग करने की आवश्यकता है। मदद करें। संभवतः इन्हें वापस भेज देना चाहिए।,angry
2 महीने 10 दिन पुराना है और हेडसेट में शॉर्ट हो गया है!!! वापसी की खिड़की बंद हो गई!! पूरी बकवास! सावधान रहें!,angry
मैंने अक्टूबर में उनके जन्मदिन के लिए इन्हें खरीदा था और 3 महीने बाद वे काम करना बंद कर दिए।,sad
एक कान के बजने के बुद्धि ने केवल पांच महीने बाद काम करना बंद कर दिया यह काफ़ी निराशाजनक है! अपने पैसे बर्बाद मत करें।,sad
इयरफ़ोन के डिज़ाइन से प्यार है लेकिन एक कान में से ध्वनि पहले ही धीरे-धीरे बंद होने लग गई है। एक ही समस्या के कारण दूसरे जोड़े की अनुरोध किया। दो जोड़ों के बाद वही ध्वनि समस्याएँ। और एक और नहीं खरीदेंगे।,sad
ज़ीरो स्टार्स,angry
शानदार ध्वनि गुणवत्ता सार्वजनिक मूल्य,neutral
हेडफ़ोन समय पर पहुंचे और जैसा कि वर्णित किया गया था।,neutral
मूल्य के लिए संयमी गुणवत्ता कुछ अद्वितीय नहीं।,neutral
ठीक काम करता है लेकिन बैटरी लाइफ बेहतर हो सकती है।,neutral
बहुत प्रभावित नहीं लेकिन काम बना लेता है।,neutral
सामान्य प्रदर्शन कुछ उत्कृष्ट नहीं।,neutral
पहनने में काफी आरामदायक लेकिन ध्वनि को स्पष्ट होना चाहिए।,neutral
सामान्य उपयोग के लिए ठीक है गंभीर ध्वनि प्रेमियों के लिए सिफ़ारिश नहीं करेंगे।,neutral
पर्याप्त ध्वनि गुणवत्ता लेकिन डिज़ाइन थोड़ा कमजोर महसूस होता है।,neutral
प्रभावित नहीं हैं नापसंद भी नहीं यह बस ठीक है।,neutral
बीच मार्ग विकल्प न तो बढ़िया न ही खराब।,neutral
बिल्कुल बेकार! ध्वनि में विफलता और बैटरी जल्दी खत्म हो जाती है।,angry
वास्तव में निराशाजनक! यह उत्कृष्टता से दूर है और सही मूल्य नहीं है।,angry
बेहद खराब! सिर्फ़ कुछ ही दिनों में ही खराब हो गया।,angry
यह केवल बगैर वजह की ध्वनि में अधिकतम है! कोई भी ध्वनि नहीं।,angry
यह एक महंगा धोखा है! उत्कृष्टता के लिए भुगतान नहीं किया जा सकता है।,angry
बेहद खराब सेवा! उत्पाद का विकल्प नहीं है।,angry
बिल्कुल बेकार सामान! कमजोर कोई ध्वनि नहीं।,angry
बहुत ही निराशाजनक! इसका नाम भी गलती से अच्छा है।,angry
इससे कोई उम्मीद नहीं थी! बिल्कुल बेकार प्रदर्शन।,angry
